2,Germany,GER,1317.51,1318,0,566.83,566.83,765.86,382.93,607.88,182.37,926.92,185.38,UEFA,12/19/13
2,Germany,GER,1317.51,1318,0,566.83,566.83,765.86,382.93,607.88,182.37,926.92,185.38,UEFA,1/16/14
2,Germany,GER,1314.2,1318,0,568.45,568.45,751.4,375.7,642.96,192.89,885.81,177.16,UEFA,2/13/14
2,Germany,GER,1335.75,1314,0,567.58,567.58,805.07,402.54,593.5,178.05,937.92,187.58,UEFA,3/13/14
2,Germany,GER,1340.13,1336,0,589.6,589.6,761.63,380.81,655.05,196.51,866.03,173.21,UEFA,4/10/14
2,Germany,GER,1340.13,1340,0,589.6,589.6,761.63,380.81,655.05,196.51,866.03,173.21,UEFA,5/8/14
2,Germany,GER,1299.59,1340,0,559.35,559.35,770.63,385.31,555.23,166.57,941.81,188.36,UEFA,6/5/14
1,Germany,GER,1723.84,1300,1,1112.98,1112.98,497.45,248.73,818.37,245.51,583.08,116.62,UEFA,7/17/14
1,Germany,GER,1735.72,1724,0,1112.98,1112.98,497.45,248.73,834.82,250.45,617.83,123.57,UEFA,8/14/14
1,Germany,GER,1765.05,1736,0,1158.66,1158.66,507.09,253.55,804.67,241.4,557.21,111.44,UEFA,9/18/14
1,Germany,GER,1668.83,1765,0,1038.02,1038.02,566.64,283.32,751,225.3,610.96,122.19,UEFA,10/23/14
1,Germany,GER,1725.29,1669,0,1090.54,1090.54,566.83,283.42,765.86,229.76,607.88,121.58,UEFA,11/27/14
1,Germany,GER,1725.29,1725,0,1090.54,1090.54,566.83,283.42,765.86,229.76,607.88,121.58,UEFA,12/18/14
1,Germany,GER,1725.29,1725,0,1090.54,1090.54,566.83,283.42,765.86,229.76,607.88,121.58,UEFA,1/8/15
1,Germany,GER,1728.78,1725,0,1090.54,1090.54,568.45,284.23,751.4,225.42,642.96,128.59,UEFA,2/12/15
1,Germany,GER,1770.06,1729,0,1126.04,1126.04,567.58,283.79,805.07,241.52,593.5,118.7,UEFA,3/12/15
1,Germany,GER,1687.49,1770,0,1033.19,1033.19,589.6,294.8,761.63,228.49,655.05,131.01,UEFA,4/9/15
